section,row,seat,x,y
328,25,7,2862.01,6786.82
328,25,8,2849.99,6779.65
328,25,9,2837.96,6772.48
328,25,10,2825.93,6765.31
328,25,11,2813.91,6758.14
328,25,12,2801.88,6750.97
328,25,13,2789.86,6743.8
328,25,14,2777.83,6736.64
328,25,15,2765.81,6729.47
328,25,16,2753.78,6722.3
328,25,17,2741.76,6715.13
328,25,18,2729.73,6707.96
328,25,19,2717.71,6700.79
328,25,20,2705.68,6693.62
328,25,21,2693.65,6686.46
328,25,22,2681.63,6679.29
328,25,23,2669.6,6672.12
328,25,24,2657.58,6664.95
328,14,1,3027.06,6571.46
328,14,2,3015.04,6564.29
328,14,3,3003.01,6557.12
328,14,4,2990.99,6549.95
328,14,5,2978.96,6542.78
328,14,6,2966.94,6535.61
328,14,7,2954.91,6528.44
328,14,8,2942.89,6521.28
328,14,9,2930.86,6514.11
328,14,10,2918.83,6506.94
328,14,11,2906.81,6499.77
328,14,12,2894.78,6492.6
328,14,13,2882.76,6485.43
328,14,14,2870.73,6478.26
328,14,15,2858.71,6471.1
328,14,16,2846.68,6463.93
328,14,17,2834.66,6456.76
328,15,1,3014.52,6592.5
328,15,2,3002.49,6585.33
328,15,3,2990.47,6578.16
328,15,4,2978.44,6570.99
328,15,5,2966.42,6563.83
328,15,6,2954.39,6556.66
328,15,7,2942.37,6549.49
328,15,8,2930.34,6542.32
328,15,9,2918.32,6535.15
328,15,10,2906.29,6527.98
328,15,11,2894.26,6520.81
328,15,12,2882.24,6513.65
328,15,13,2870.21,6506.48
328,15,14,2858.19,6499.31
328,15,15,2846.16,6492.14
328,15,16,2834.14,6484.97
328,15,17,2822.11,6477.8
328,16,1,3007.99,6617.13
328,16,2,2995.96,6609.96
328,16,3,2983.94,6602.79
328,16,4,2971.91,6595.62
328,16,5,2959.88,6588.45
328,16,6,2947.86,6581.29
328,16,7,2935.83,6574.12
328,16,8,2923.81,6566.95
328,16,9,2911.78,6559.78
328,16,10,2899.76,6552.61
328,16,11,2887.73,6545.44
328,16,12,2875.71,6538.27
328,16,13,2863.68,6531.11
328,16,14,2851.66,6523.94
328,16,15,2839.63,6516.77
328,16,16,2827.6,6509.6
328,16,17,2815.58,6502.43
328,17,1,3001.02,6641.5
328,17,2,2989,6634.33
328,17,3,2976.97,6627.16
328,17,4,2964.95,6620
328,17,5,2952.92,6612.83
328,17,6,2940.9,6605.66
328,17,7,2928.87,6598.49
328,17,8,2916.85,6591.32
328,17,9,2904.82,6584.15
328,17,10,2892.8,6576.98
328,17,11,2880.77,6569.82
328,17,12,2868.74,6562.65
328,17,13,2856.72,6555.48
328,17,14,2844.69,6548.31
328,17,15,2832.67,6541.14
328,17,16,2820.64,6533.97
328,17,17,2808.62,6526.8
328,17,18,2796.59,6519.64
328,18,1,2988.48,6662.55
328,18,2,2976.45,6655.38
328,18,3,2964.43,6648.21
328,18,4,2952.4,6641.04
328,18,5,2940.38,6633.87
328,18,6,2928.35,6626.7
328,18,7,2916.33,6619.53
328,18,8,2904.3,6612.37
328,18,9,2892.28,6605.2
328,18,10,2880.25,6598.03
328,18,11,2868.23,6590.86
328,18,12,2856.2,6583.69
328,18,13,2844.17,6576.52
328,18,14,2832.15,6569.35
328,18,15,2820.12,6562.19
328,18,16,2808.1,6555.02
328,18,17,2796.07,6547.85
328,18,18,2784.05,6540.68
328,19,1,2975.93,6683.59
328,19,2,2963.91,6676.42
328,19,3,2951.88,6669.25
328,19,4,2939.86,6662.08
328,19,5,2927.83,6654.92
328,19,6,2915.81,6647.75
328,19,7,2903.78,6640.58
328,19,8,2891.76,6633.41
328,19,9,2879.73,6626.24
328,19,10,2867.71,6619.07
328,19,11,2855.68,6611.9
328,19,12,2843.65,6604.74
328,19,13,2831.63,6597.57
328,19,14,2819.6,6590.4
328,19,15,2807.58,6583.23
328,19,16,2795.55,6576.06
328,19,17,2783.53,6568.89
328,19,18,2771.5,6561.72
328,5A,1,3100.77,6378.48
328,5A,2,3081.44,6366.96
328,5A,3,3062.12,6355.44
328,5A,4,3042.79,6343.92
328,5A,5,3023.47,6332.4
328,5A,6,3004.14,6320.87
328,5A,7,2984.81,6309.35
328,1,1,3163.66,6271.03
328,1,2,3151.64,6263.86
328,1,3,3139.61,6256.69
328,1,4,3127.59,6249.52
328,1,5,3115.56,6242.35
328,1,6,3103.53,6235.18
328,1,7,3091.51,6228.02
328,1,8,3079.48,6220.85
328,1,9,3067.46,6213.68
328,1,10,3055.43,6206.51
328,1,11,3043.41,6199.34
328,1,12,3031.38,6192.17
328,2,1,3156.7,6295.4
328,2,2,3144.67,6288.23
328,2,3,3132.65,6281.06
328,2,4,3120.62,6273.89
328,2,5,3108.6,6266.73
328,2,6,3096.57,6259.56
328,2,7,3084.55,6252.39
328,2,8,3072.52,6245.22
328,2,9,3060.5,6238.05
328,2,10,3048.47,6230.88
328,2,11,3036.45,6223.71
328,2,12,3024.42,6216.55
328,2,13,3012.39,6209.38
328,3,1,3144.15,6316.44
328,3,2,3132.13,6309.28
328,3,3,3120.1,6302.11
328,3,4,3108.08,6294.94
328,3,5,3096.05,6287.77
328,3,6,3084.03,6280.6
328,3,7,3072,6273.43
328,3,8,3059.98,6266.26
328,3,9,3047.95,6259.1
328,3,10,3035.93,6251.93
328,3,11,3023.9,6244.76
328,3,12,3011.88,6237.59
328,3,13,2999.85,6230.42
328,4,1,3131.61,6337.49
328,4,2,3119.58,6330.32
328,4,3,3107.56,6323.15
328,4,4,3095.53,6315.98
328,4,5,3083.51,6308.81
328,4,6,3071.48,6301.65
328,4,7,3059.46,6294.48
328,4,8,3047.43,6287.31
328,4,9,3035.41,6280.14
328,4,10,3023.38,6272.97
328,4,11,3011.36,6265.8
328,4,12,2999.33,6258.63
328,4,13,2987.3,6251.47
328,9,1,3078.62,6459.58
328,9,2,3066.6,6452.41
328,9,3,3054.57,6445.24
328,9,4,3042.55,6438.07
328,9,5,3030.52,6430.9
328,9,11,2958.37,6387.89
328,9,12,2946.34,6380.72
328,9,13,2934.32,6373.55
328,9,14,2922.29,6366.38
328,9,15,2910.27,6359.22
328,20,1,2968.97,6707.96
328,20,2,2956.95,6700.79
328,20,3,2944.92,6693.63
328,20,4,2932.9,6686.46
328,20,5,2920.87,6679.29
328,20,6,2908.85,6672.12
328,20,7,2896.82,6664.95
328,20,8,2884.79,6657.78
328,20,9,2872.77,6650.61
328,20,10,2860.74,6643.45
328,20,11,2848.72,6636.28
328,20,12,2836.69,6629.11
328,20,13,2824.67,6621.94
328,20,14,2812.64,6614.77
328,20,15,2800.62,6607.6
328,20,16,2788.59,6600.43
328,20,17,2776.57,6593.27
328,20,18,2764.54,6586.1
328,20,19,2752.51,6578.93
328,21,1,2956.43,6729.01
328,21,2,2944.4,6721.84
328,21,3,2932.38,6714.67
328,21,4,2920.35,6707.5
328,21,5,2908.33,6700.33
328,21,6,2896.3,6693.17
328,21,7,2884.28,6686
328,21,8,2872.25,6678.83
328,21,9,2860.22,6671.66
328,21,10,2848.2,6664.49
328,21,11,2836.17,6657.32
328,21,12,2824.15,6650.15
328,21,13,2812.12,6642.98
328,21,14,2800.1,6635.82
328,21,15,2788.07,6628.65
328,21,16,2776.05,6621.48
328,21,17,2764.02,6614.31
328,21,18,2752,6607.14
328,21,19,2739.97,6599.97
328,10,1,3066.08,6480.62
328,10,2,3054.05,6473.45
328,10,3,3042.03,6466.28
328,10,4,3030,6459.12
328,10,5,3017.98,6451.95
328,10,6,3005.95,6444.78
328,10,7,2993.92,6437.61
328,10,8,2981.9,6430.44
328,10,9,2969.87,6423.27
328,10,10,2957.85,6416.1
328,10,11,2945.82,6408.93
328,10,12,2933.8,6401.77
328,10,13,2921.77,6394.6
328,10,14,2909.75,6387.43
328,10,15,2897.72,6380.26
148,22,1,4074.35,1854.18
148,22,2,4083.52,1845.81
148,22,3,4092.69,1837.45
148,22,4,4101.86,1829.08
148,22,5,4111.03,1820.71
148,22,6,4120.2,1812.34
148,22,7,4129.37,1803.97
148,22,8,4138.54,1795.6
148,22,9,4147.71,1787.24
148,22,10,4156.88,1778.87
148,22,11,4166.05,1770.5
148,22,12,4175.21,1762.13
148,22,13,4184.38,1753.76
148,22,14,4193.55,1745.4
148,22,15,4202.72,1737.03
148,22,16,4211.89,1728.66
148,23,1,4062.73,1840.04
148,23,2,4071.89,1831.67
148,23,3,4081.06,1823.31
148,23,4,4090.23,1814.94
148,23,5,4099.4,1806.57
148,23,6,4108.57,1798.2
148,23,7,4117.74,1789.83
148,23,8,4126.91,1781.47
148,23,9,4136.08,1773.1
148,23,10,4145.25,1764.73
148,23,11,4154.42,1756.36
148,23,12,4163.59,1747.99
148,23,13,4172.76,1739.63
148,23,14,4181.92,1731.26
148,23,15,4191.09,1722.89
148,23,16,4200.26,1714.52
148,24,1,4051.1,1825.9
148,24,2,4060.27,1817.53
148,24,3,4069.44,1809.17
148,24,4,4078.6,1800.8
148,24,5,4087.77,1792.43
148,24,6,4096.94,1784.06
148,24,7,4106.11,1775.69
148,24,8,4115.28,1767.33
148,24,9,4124.45,1758.96
148,24,10,4133.62,1750.59
148,24,11,4142.79,1742.22
148,24,12,4151.96,1733.85
148,24,13,4161.13,1725.49
148,24,14,4170.3,1717.12
148,24,15,4179.46,1708.75
148,24,16,4188.63,1700.38
148,25,1,4039.47,1811.76
148,25,2,4048.64,1803.4
148,25,3,4057.81,1795.03
148,25,4,4066.98,1786.66
148,25,5,4076.14,1778.29
148,25,6,4085.31,1769.92
148,25,7,4094.48,1761.56
148,25,8,4103.65,1753.19
148,25,9,4112.82,1744.82
148,25,10,4121.99,1736.45
148,25,11,4131.16,1728.08
148,25,12,4140.33,1719.71
148,25,13,4149.5,1711.35
148,25,14,4158.67,1702.98
148,25,15,4167.84,1694.61
148,25,16,4177.01,1686.24
148,26,1,4027.84,1797.62
148,26,2,4037.01,1789.26
148,26,3,4046.18,1780.89
148,26,4,4055.35,1772.52
148,26,5,4064.52,1764.15
148,26,6,4073.69,1755.78
148,26,7,4082.85,1747.42
148,26,8,4092.02,1739.05
148,26,9,4101.19,1730.68
148,26,10,4110.36,1722.31
148,26,11,4119.53,1713.94
148,26,12,4128.7,1705.58
148,26,13,4137.87,1697.21
148,26,14,4147.04,1688.84
148,26,15,4156.21,1680.47
148,26,16,4165.38,1672.1
148,27,1,4016.21,1783.49
148,27,2,4025.38,1775.12
148,27,3,4034.55,1766.75
148,27,4,4043.72,1758.38
148,27,5,4052.89,1750.01
148,27,6,4062.06,1741.64
148,27,7,4071.23,1733.28
148,27,8,4080.4,1724.91
148,27,9,4089.56,1716.54
148,27,10,4098.73,1708.17
148,27,11,4107.9,1699.8
148,27,12,4117.07,1691.44
148,27,13,4126.24,1683.07
148,27,14,4135.41,1674.7
148,27,15,4144.58,1666.33
148,27,16,4153.75,1657.96
148,28,1,4004.58,1769.35
148,28,2,4013.75,1760.98
148,28,3,4022.92,1752.61
148,28,4,4032.09,1744.24
148,28,5,4041.26,1735.87
148,28,6,4050.43,1727.51
148,28,7,4059.6,1719.14
148,28,8,4068.77,1710.77
148,28,9,4077.94,1702.4
148,28,10,4087.11,1694.03
148,28,11,4096.27,1685.67
148,28,12,4105.44,1677.3
148,28,13,4114.61,1668.93
148,28,14,4123.78,1660.56
148,28,15,4132.95,1652.19
148,28,16,4142.12,1643.82
148,29,1,3992.95,1755.21
148,29,2,4002.12,1746.84
148,29,3,4011.29,1738.47
148,29,4,4020.46,1730.1
148,29,5,4029.63,1721.73
148,29,6,4038.8,1713.37
148,29,7,4047.97,1705
148,29,8,4057.14,1696.63
148,29,9,4066.31,1688.26
148,29,10,4075.48,1679.89
148,29,11,4084.65,1671.53
148,29,12,4093.81,1663.16
148,29,13,4102.98,1654.79
148,29,14,4112.15,1646.42
148,29,15,4121.32,1638.05
148,29,16,4130.49,1629.69
148,30,1,3981.33,1741.07
148,30,2,3990.49,1732.7
148,30,3,3999.66,1724.33
148,30,4,4008.83,1715.96
148,30,5,4018,1707.6
148,30,6,4027.17,1699.23
148,30,7,4036.34,1690.86
148,30,8,4045.51,1682.49
148,30,9,4054.68,1674.12
148,30,10,4063.85,1665.75
148,30,11,4073.02,1657.39
148,30,12,4082.19,1649.02
148,30,13,4091.36,1640.65
148,30,14,4100.52,1632.28
148,30,15,4109.69,1623.91
148,30,16,4118.86,1615.55
148,31,1,3969.7,1726.93
148,31,2,3978.87,1718.56
148,31,3,3988.04,1710.19
148,31,4,3997.2,1701.82
148,31,5,4006.37,1693.46
148,31,6,4015.54,1685.09
148,31,7,4024.71,1676.72
148,31,8,4033.88,1668.35
148,31,9,4043.05,1659.98
148,31,10,4052.22,1651.62
148,31,11,4061.39,1643.25
148,31,12,4070.56,1634.88
148,31,13,4079.73,1626.51
148,31,14,4088.9,1618.14
148,31,15,4098.07,1609.78
148,31,16,4107.23,1601.41
148,10,1,4213.9,2023.85
148,10,2,4223.07,2015.48
148,10,3,4232.23,2007.12
148,10,4,4241.4,1998.75
148,10,5,4250.57,1990.38
148,10,6,4259.74,1982.01
148,10,7,4268.91,1973.64
148,10,8,4278.08,1965.28
148,10,9,4287.25,1956.91
148,10,10,4296.42,1948.54
148,10,11,4305.59,1940.17
148,10,12,4314.76,1931.8
148,10,13,4323.93,1923.43
148,10,14,4333.09,1915.07
148,10,15,4342.26,1906.7
148,10,16,4351.43,1898.33
148,32,1,3958.07,1712.79
148,32,2,3967.24,1704.42
148,32,3,3976.41,1696.05
148,32,4,3985.58,1687.69
148,32,5,3994.75,1679.32
148,32,6,4003.91,1670.95
148,32,7,4013.08,1662.58
148,32,8,4022.25,1654.21
148,32,9,4031.42,1645.84
148,32,10,4040.59,1637.48
148,32,11,4049.76,1629.11
148,32,12,4058.93,1620.74
148,32,13,4068.1,1612.37
148,32,14,4077.27,1604
148,32,15,4086.44,1595.64
148,32,16,4095.61,1587.27
148,33,1,3946.44,1698.65
148,33,2,3955.61,1690.28
148,33,3,3964.78,1681.91
148,33,4,3973.95,1673.55
148,33,5,3983.12,1665.18
148,33,6,3992.29,1656.81
148,33,7,4001.46,1648.44
148,33,8,4010.62,1640.07
148,33,9,4019.79,1631.71
148,33,10,4028.96,1623.34
148,33,11,4038.13,1614.97
148,33,12,4047.3,1606.6
148,33,13,4056.47,1598.23
148,33,14,4065.64,1589.86
148,33,15,4074.81,1581.5
148,33,16,4083.98,1573.13
148,11,1,4202.27,2009.71
148,11,2,4211.44,2001.34
148,11,3,4220.61,1992.98
148,11,4,4229.78,1984.61
148,11,5,4238.94,1976.24
148,11,6,4248.11,1967.87
148,11,7,4257.28,1959.5
148,11,8,4266.45,1951.14
148,11,9,4275.62,1942.77
148,11,10,4284.79,1934.4
148,11,11,4293.96,1926.03
148,11,12,4303.13,1917.66
148,11,13,4312.3,1909.3
148,11,14,4321.47,1900.93
148,11,15,4330.64,1892.56
148,11,16,4339.8,1884.19
148,34,1,3934.81,1684.51
148,34,2,3943.98,1676.14
148,34,3,3953.15,1667.77
148,34,4,3962.32,1659.41
148,34,5,3971.49,1651.04
148,34,6,3980.66,1642.67
148,34,7,3989.83,1634.3
148,34,8,3999,1625.93
148,34,9,4008.16,1617.57
148,34,10,4017.33,1609.2
148,34,11,4026.5,1600.83
148,34,12,4035.67,1592.46
148,34,13,4044.84,1584.09
148,34,14,4054.01,1575.73
148,34,15,4063.18,1567.36
148,34,16,4072.35,1558.99
148,12,1,4190.64,1995.57
148,12,2,4199.81,1987.21
148,12,3,4208.98,1978.84
148,12,4,4218.15,1970.47
148,12,5,4227.32,1962.1
148,12,6,4236.48,1953.73
148,12,7,4245.65,1945.37
148,12,8,4254.82,1937
148,12,9,4263.99,1928.63
148,12,10,4273.16,1920.26
148,12,11,4282.33,1911.89
148,12,12,4291.5,1903.52
148,12,13,4300.67,1895.16
148,12,14,4309.84,1886.79
148,12,15,4319.01,1878.42
148,12,16,4328.18,1870.05
148,13,1,4179.01,1981.43
148,13,2,4188.18,1973.07
148,13,3,4197.35,1964.7
148,13,4,4206.52,1956.33
148,13,5,4215.69,1947.96
148,13,6,4224.86,1939.59
148,13,7,4234.03,1931.23
148,13,8,4243.19,1922.86
148,13,9,4252.36,1914.49
148,13,10,4261.53,1906.12
148,13,11,4270.7,1897.75
148,13,12,4279.87,1889.39
148,13,13,4289.04,1881.02
148,13,14,4298.21,1872.65
148,13,15,4307.38,1864.28
148,13,16,4316.55,1855.91
148,35,1,3923.18,1670.37
148,35,2,3932.35,1662
148,35,3,3941.52,1653.64
148,35,4,3950.69,1645.27
148,35,5,3959.86,1636.9
148,35,6,3969.03,1628.53
148,35,7,3978.2,1620.16
148,35,8,3987.37,1611.79
148,35,9,3996.54,1603.43
148,35,10,4005.71,1595.06
148,35,11,4014.87,1586.69
148,35,12,4024.04,1578.32
148,35,13,4033.21,1569.95
148,35,14,4042.38,1561.59
148,35,15,4051.55,1553.22
148,35,16,4060.72,1544.85
148,14,1,4167.38,1967.3
148,14,2,4176.55,1958.93
148,14,3,4185.72,1950.56
148,14,4,4194.89,1942.19
148,14,5,4204.06,1933.82
148,14,6,4213.23,1925.45
148,14,7,4222.4,1917.09
148,14,8,4231.57,1908.72
148,14,9,4240.74,1900.35
148,14,10,4249.9,1891.98
148,14,11,4259.07,1883.61
148,14,12,4268.24,1875.25
148,14,13,4277.41,1866.88
148,14,14,4286.58,1858.51
148,14,15,4295.75,1850.14
148,14,16,4304.92,1841.77
148,36,1,3911.55,1656.23
148,36,2,3920.72,1647.86
148,36,3,3929.89,1639.5
148,36,4,3939.06,1631.13
148,36,5,3948.23,1622.76
148,36,6,3957.4,1614.39
148,36,7,3966.57,1606.02
148,36,8,3975.74,1597.66
148,36,9,3984.91,1589.29
148,36,10,3994.08,1580.92
148,36,11,4003.25,1572.55
148,36,12,4012.42,1564.18
148,36,13,4021.58,1555.82
148,36,14,4030.75,1547.45
148,36,15,4039.92,1539.08
148,36,16,4049.09,1530.71
148,15,1,4155.75,1953.16
148,15,2,4164.92,1944.79
148,15,3,4174.09,1936.42
148,15,4,4183.26,1928.05
148,15,5,4192.43,1919.68
148,15,6,4201.6,1911.32
148,15,7,4210.77,1902.95
148,15,8,4219.94,1894.58
148,15,9,4229.11,1886.21
148,15,10,4238.28,1877.84
148,15,11,4247.44,1869.47
148,15,12,4256.61,1861.11
148,15,13,4265.78,1852.74
148,15,14,4274.95,1844.37
148,15,15,4284.12,1836
148,15,16,4293.29,1827.63
148,37,1,3899.93,1642.09
148,37,2,3909.1,1633.73
148,37,3,3918.26,1625.36
148,37,4,3927.43,1616.99
148,37,5,3936.6,1608.62
148,37,6,3945.77,1600.25
148,37,7,3954.94,1591.88
148,37,8,3964.11,1583.52
148,37,9,3973.28,1575.15
148,37,10,3982.45,1566.78
148,37,11,3991.62,1558.41
148,37,12,4000.79,1550.04
148,37,13,4009.96,1541.68
148,37,14,4019.12,1533.31
148,37,15,4028.29,1524.94
148,37,16,4037.46,1516.57
148,41A,4,3863.7,1536.05
148,41A,5,3872.87,1527.68
148,41A,6,3882.04,1519.31
148,41A,7,3891.21,1510.94
148,41A,8,3900.38,1502.58
148,41A,9,3909.54,1494.21
148,41A,10,3918.71,1485.84
148,41A,11,3927.88,1477.47
148,16,1,4144.13,1939.02
148,16,2,4153.29,1930.65
148,16,3,4162.46,1922.28
148,16,4,4171.63,1913.91
148,16,5,4180.8,1905.54
148,16,6,4189.97,1897.18
148,16,7,4199.14,1888.81
148,16,8,4208.31,1880.44
148,16,9,4217.48,1872.07
148,16,10,4226.65,1863.7
148,16,11,4235.82,1855.34
148,16,12,4244.99,1846.97
148,16,13,4254.15,1838.6
148,16,14,4263.32,1830.23
148,16,15,4272.49,1821.86
148,16,16,4281.66,1813.5
148,38,1,3888.3,1627.95
148,38,2,3897.47,1619.59
148,38,3,3906.64,1611.22
148,38,4,3915.8,1602.85
148,38,5,3924.97,1594.48
148,38,6,3934.14,1586.11
148,38,7,3943.31,1577.75
148,38,8,3952.48,1569.38
148,38,9,3961.65,1561.01
148,38,10,3970.82,1552.64
148,38,11,3979.99,1544.27
148,38,12,3989.16,1535.9
148,38,13,3998.33,1527.54
148,38,14,4007.5,1519.17
148,38,15,4016.67,1510.8
148,38,16,4025.83,1502.43
148,39,1,3876.67,1613.81
148,39,2,3885.84,1605.45
148,39,3,3895.01,1597.08
148,39,4,3904.18,1588.71
148,39,5,3913.35,1580.34
148,39,6,3922.51,1571.97
148,39,7,3931.68,1563.61
148,39,8,3940.85,1555.24
148,39,9,3950.02,1546.87
148,39,10,3959.19,1538.5
148,39,11,3968.36,1530.13
148,39,12,3977.53,1521.77
148,39,13,3986.7,1513.4
148,39,14,3995.87,1505.03
148,39,15,4005.04,1496.66
148,39,16,4014.21,1488.29
148,17,1,4132.5,1924.88
148,17,2,4141.67,1916.51
148,17,3,4150.83,1908.14
148,17,4,4160,1899.77
148,17,5,4169.17,1891.41
148,17,6,4178.34,1883.04
148,17,7,4187.51,1874.67
148,17,8,4196.68,1866.3
148,17,9,4205.85,1857.93
148,17,10,4215.02,1849.56
148,17,11,4224.19,1841.2
148,17,12,4233.36,1832.83
148,17,13,4242.53,1824.46
148,17,14,4251.7,1816.09
148,17,15,4260.86,1807.72
148,17,16,4270.03,1799.36
148,18,1,4120.87,1910.74
148,18,2,4130.04,1902.37
148,18,3,4139.21,1894
148,18,4,4148.38,1885.63
148,18,5,4157.54,1877.27
148,18,6,4166.71,1868.9
148,18,7,4175.88,1860.53
148,18,8,4185.05,1852.16
148,18,9,4194.22,1843.79
148,18,10,4203.39,1835.43
148,18,11,4212.56,1827.06
148,18,12,4221.73,1818.69
148,18,13,4230.9,1810.32
148,18,14,4240.07,1801.95
148,18,15,4249.24,1793.58
148,18,16,4258.41,1785.22
148,19,1,4109.24,1896.6
148,19,2,4118.41,1888.23
148,19,3,4127.58,1879.86
148,19,4,4136.75,1871.49
148,19,5,4145.92,1863.13
148,19,6,4155.09,1854.76
148,19,7,4164.25,1846.39
148,19,8,4173.42,1838.02
148,19,9,4182.59,1829.65
148,19,10,4191.76,1821.29
148,19,11,4200.93,1812.92
148,19,12,4210.1,1804.55
148,19,13,4219.27,1796.18
148,19,14,4228.44,1787.81
148,19,15,4237.61,1779.45
148,19,16,4246.78,1771.08
148,1,1,4318.55,2151.11
148,1,2,4327.72,2142.74
148,2,1,4306.92,2136.97
148,2,2,4316.09,2128.6
148,2,3,4325.26,2120.23
148,3,1,4295.3,2122.83
148,3,2,4304.47,2114.46
148,3,3,4313.63,2106.09
148,3,4,4322.8,2097.72
148,3,5,4331.97,2089.35
148,4,1,4283.67,2108.69
148,4,2,4292.84,2100.32
148,4,3,4302.01,2091.95
148,4,4,4311.17,2083.58
148,4,5,4320.34,2075.21
148,4,6,4329.51,2066.85
148,4,7,4338.68,2058.48
148,5,1,4272.04,2094.55
148,5,2,4281.21,2086.18
148,5,3,4290.38,2077.81
148,5,4,4299.55,2069.44
148,5,5,4308.72,2061.08
148,5,6,4317.88,2052.71
148,5,7,4327.05,2044.34
148,5,8,4336.22,2035.97
148,6,1,4260.41,2080.41
148,6,2,4269.58,2072.04
148,6,3,4278.75,2063.67
148,6,4,4287.92,2055.3
148,6,5,4297.09,2046.94
148,6,6,4306.26,2038.57
148,6,7,4315.43,2030.2
148,6,8,4324.59,2021.83
148,6,9,4333.76,2013.46
148,6,10,4342.93,2005.1
148,7,1,4248.78,2066.27
148,7,2,4257.95,2057.9
148,7,3,4267.12,2049.53
148,7,4,4276.29,2041.17
148,7,5,4285.46,2032.8
148,7,6,4294.63,2024.43
148,7,7,4303.8,2016.06
148,7,8,4312.97,2007.69
148,7,9,4322.13,1999.32
148,7,10,4331.3,1990.96
148,7,11,4340.47,1982.59
148,7,12,4349.64,1974.22
148,8,1,4237.15,2052.13
148,8,2,4246.32,2043.76
148,8,3,4255.49,2035.39
148,8,4,4264.66,2027.03
148,8,5,4273.83,2018.66
148,8,6,4283,2010.29
148,8,7,4292.17,2001.92
148,8,8,4301.34,1993.55
148,8,9,4310.51,1985.19
148,8,10,4319.68,1976.82
148,8,11,4328.84,1968.45
148,8,12,4338.01,1960.08
148,8,13,4347.18,1951.71
148,8,14,4356.35,1943.35
148,9,1,4225.52,2037.99
148,9,2,4234.69,2029.62
148,9,3,4243.86,2021.26
148,9,4,4253.03,2012.89
148,9,5,4262.2,2004.52
148,9,6,4271.37,1996.15
148,9,7,4280.54,1987.78
148,9,8,4289.71,1979.41
148,9,9,4298.88,1971.05
148,9,10,4308.05,1962.68
148,9,11,4317.22,1954.31
148,9,12,4326.39,1945.94
148,9,13,4335.55,1937.57
148,9,14,4344.72,1929.21
148,9,15,4353.89,1920.84
148,40,1,3865.04,1599.68
148,40,2,3874.21,1591.31
148,40,3,3883.38,1582.94
148,40,4,3892.55,1574.57
148,40,5,3901.72,1566.2
148,40,6,3910.89,1557.84
148,40,7,3920.06,1549.47
148,40,8,3929.22,1541.1
148,40,9,3938.39,1532.73
148,40,10,3947.56,1524.36
148,40,11,3956.73,1515.99
148,40,12,3965.9,1507.63
148,40,13,3975.07,1499.26
148,40,14,3984.24,1490.89
148,40,15,3993.41,1482.52
148,40,16,4002.58,1474.15
148,20,1,4097.61,1882.46
148,20,2,4106.78,1874.09
148,20,3,4115.95,1865.72
148,20,4,4125.12,1857.36
148,20,5,4134.29,1848.99
148,20,6,4143.46,1840.62
148,20,7,4152.63,1832.25
148,20,8,4161.79,1823.88
148,20,9,4170.96,1815.52
148,20,10,4180.13,1807.15
148,20,11,4189.3,1798.78
148,20,12,4198.47,1790.41
148,20,13,4207.64,1782.04
148,20,14,4216.81,1773.67
148,20,15,4225.98,1765.31
148,20,16,4235.15,1756.94
148,21,1,4085.98,1868.32
148,21,2,4095.15,1859.95
148,21,3,4104.32,1851.58
148,21,4,4113.49,1843.22
148,21,5,4122.66,1834.85
148,21,6,4131.83,1826.48
148,21,7,4141,1818.11
148,21,8,4150.17,1809.74
148,21,9,4159.34,1801.38
148,21,10,4168.5,1793.01
148,21,11,4177.67,1784.64
148,21,12,4186.84,1776.27
148,21,13,4196.01,1767.9
148,21,14,4205.18,1759.54
148,21,15,4214.35,1751.17
148,21,16,4223.52,1742.8
150,33,1,4289.22,1414.95
150,33,2,4301.93,1414.78
150,33,3,4314.64,1414.62
150,33,4,4327.35,1414.45
150,33,5,4340.06,1414.29
150,33,6,4352.77,1414.12
150,33,7,4365.47,1413.96
150,33,8,4378.18,1413.79
150,33,9,4390.89,1413.62
150,33,10,4403.6,1413.46
150,33,11,4416.31,1413.29
150,33,12,4429.02,1413.13
150,33,13,4441.73,1412.96
150,33,14,4454.44,1412.8
150,33,15,4467.14,1412.63
150,33,16,4479.85,1412.47
150,33,17,4492.56,1412.3
150,33,18,4505.27,1412.14
150,22,1,4343.08,1621.52
150,22,2,4355.09,1621.39
150,22,3,4367.1,1621.26
150,22,4,4379.11,1621.14
150,22,5,4391.12,1621.01
150,22,6,4403.13,1620.88
150,34,1,4283.86,1396.19
150,34,2,4296.17,1396.05
150,34,3,4308.48,1395.9
150,34,4,4320.79,1395.76
150,34,5,4333.1,1395.61
150,34,6,4345.41,1395.47
150,34,7,4357.72,1395.33
150,34,8,4370.03,1395.18
150,34,9,4382.34,1395.04
150,34,10,4394.65,1394.89
150,34,11,4406.96,1394.75
150,34,12,4419.27,1394.6
150,34,13,4431.58,1394.46
150,34,14,4443.88,1394.31
150,34,15,4456.19,1394.17
150,34,16,4468.5,1394.03
150,34,17,4480.81,1393.88
150,34,18,4493.12,1393.74
150,34,19,4505.43,1393.59
150,23,1,4338.12,1602.75
150,23,2,4350.13,1602.62
150,23,3,4362.14,1602.49
150,23,4,4374.15,1602.36
150,23,5,4386.16,1602.23
150,23,6,4398.17,1602.1
150,23,7,4410.18,1601.97
150,23,8,4422.19,1601.85
